REGION,DISTRICT,TRANSACTION_DATE,AMOUNT,METER_NUMBER,ACCOUNT_NUMBER,TRANSACTION_ID,TELCO,METRE_TYPE,METER_MAKE,Channels,PAYMENT_CHANNEL,Payment_Completed,Recharge_Fulfilled,Status,Status_Description,SPN,rechargeSource,Tracker
ACCRA WEST,Ablekuma ,15-04-1999,20,P191160512,749486591,Dhnkbj6pnz4e,vodafone,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205090702,mobile-app,1
ACCRA WEST,Amasaman ,15-04-1999,30,P16345408,745994659,dKmY6mtBh5b2,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204728845,mobile-app,1
TEMA,Krobo ,15-04-1999,20,24012023966,738128075,dm2cAWn8g38n,vodafone,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203884550,mobile-app,1
TEMA,South Tema ,15-04-1999,15,P191063092,712533532,dMaRFsWYYWKg,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201275615,mobile-app,1
EASTERN,Suhum ,15-04-1999,30,P201143747,724787061,DNRW6Qhwj29j,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202501449,mobile-app,1
ACCRA WEST,Bortianor ,15-04-1999,26,24912083490,754073353,DqJJZC789pD6,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205524406,mobile-app,1
ACCRA EAST,Mampong ,15-04-1999,20,P161122949,737721773,DQWTK8a9kbeg,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203840975,mobile-app,1
TEMA,South Tema ,15-04-1999,20,P191053835,711396793,dRaXxEt9PBDP,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201160403,mobile-app,1
ACCRA EAST,Legon ,15-04-1999,100,P151064100,727906373,drew2SJNwXrm,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202819021,mobile-app,1
ACCRA EAST,Adenta ,25-04-1999,40,P141107380,731489866,2SqaHrFFyajs,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203193397,mobile-app,1
ACCRA WEST,Dansoman ,15-04-1999,30,P201235083,750045572,Dw8SCC3sxGA6,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205150960,mobile-app,1
EASTERN,Akwatia ,15-04-1999,200,221459798,716207410,DWkarknWfYkt,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
TEMA,Afienya ,15-04-1999,27,P161173579,736652624,Dzy4yf2ZxwbS,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203722654,mobile-app,1
EASTERN,Koforidua ,15-04-1999,10,P171048417,740976525,e7f2FfNfyxDq,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204192761,mobile-app,1
ACCRA WEST,Bortianor ,15-04-1999,25,P191121139,748818727,e8XT69Bnjdrh,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205017478,mobile-app,1
ACCRA WEST,Ablekuma ,15-04-1999,5,P191084309,747858790,EapaTMZEtZRJ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204915443,mobile-app,1
ACCRA WEST,Nsawam ,15-04-1999,10,P191169006,748907861,EAQwmh3jZxah,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205027124,mobile-app,1
TEMA,Afienya ,28-04-1999,30,P161169853,741927061,6m424ZztRrJy,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204295539,mobile-app,1
ACCRA EAST,Legon ,26-04-1999,50,18014303,702468943,c6AC5JAhzM8E,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200254557,mobile-app,1
ACCRA WEST,Bortianor ,25-04-1999,30,P191157925,753310650,2ksgjstrjtNz,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205463944,mobile-app,1
ACCRA WEST,Achimota ,25-04-1999,100,P201145332,731836962,2kSPgzfBndD2,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203471877,mobile-app,1
ACCRA EAST,Adenta ,25-04-1999,10,P161108974,747129647,2KwGCkRRA5f2,vodafone,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204839097,mobile-app,1
ACCRA EAST,Makola ,25-04-1999,10,P201223895,749662731,2mAWRNRf2QHz,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205109770,mobile-app,1
TEMA,South Tema ,25-04-1999,5,P191074591,711369302,2MGjHEdmzw3D,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201157790,mobile-app,1
TEMA,Prampram ,25-04-1999,50,P181168685,745200481,2mnYbnfgGCTs,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204646102,mobile-app,1
ACCRA WEST,Achimota ,25-04-1999,40,P201150385,731854579,2MXb37gRX5wx,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203473420,mobile-app,1
TEMA,North Tema ,25-04-1999,20,P191148132,748972703,2N7m92zcRs6c,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205034115,mobile-app,1
ACCRA EAST,Roman Ridge ,25-04-1999,50,24012108874,754130016,2N9hNqqBJH6X,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205529977,USSD,1
ACCRA WEST,Achimota ,25-04-1999,30,P17304158,733376399,2njKpTwpcAAM,airteltigo,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203500866,mobile-app,1
TEMA,Ashaiman ,25-04-1999,40,P161172889,737367484,2NKZReBPpYG8,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203801031,mobile-app,1
ACCRA WEST,Bortianor ,25-04-1999,35,P17311648,729301648,2NMWhdRh89w2,airteltigo,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202920722,mobile-app,1
TEMA,Nungua ,25-04-1999,20,P191072151,727742428,2Nne7D7nXPch,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202801441,mobile-app,1
ACCRA WEST,Bortianor ,25-04-1999,30,P171044945,729767369,2nTwFfN99asJ,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202920846,mobile-app,1
ACCRA WEST,Dansoman ,26-04-1999,40,P201243630,731817883,MEDTeM4A4tZb,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203237159,mobile-app,1
WESTERN,Sefwi Wiawso ,26-04-1999,552,151047057,704175693,7001523899,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Asesewa ,26-04-1999,200,151123241,727101988,7001523902,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI SOUTH,Obuasi ,26-04-1999,370,281070591,722877865,7001523911,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA WEST,Bortianor ,28-04-1999,190,P17309745,745242513,6mPsez3tyGwS,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204650505,mobile-app,1
EASTERN,Kibi ,19-02-1999,15,P171057579,720151993,c7Y3gtz2NH,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201640066,mobile-app,1
TEMA,Prampram ,28-04-1999,30,P161205742,740248832,6N8hSd3BHjM8,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204112515,mobile-app,1
TEMA,North Tema ,28-04-1999,47,P19319424,711710915,wSBGqjCjxCDe,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201192032,mobile-app,1
TEMA,Afienya ,19-02-1999,15,P191063535,746292954,C9MtfPwHwy,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204758421,mobile-app,1
TEMA,South Tema ,26-04-1999,20,P191055027,727034486,caF2APkDPFka,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202726858,mobile-app,1
TEMA,Nungua ,28-04-1999,90,P191151143,740427953,6nexMSnXjsTx,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204132177,mobile-app,1
ACCRA EAST,Teshie ,26-04-1999,2,P181138431,728848551,cbekWZJGnc9P,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203036653,mobile-app,1
TEMA,Nungua ,19-02-1999,1,P19306682,712071347,Cbgs7jsBG2,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201227375,mobile-app,1
TEMA,South Tema ,28-04-1999,10,P191045102,712596523,6nMFKT5pFJ9j,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201280495,mobile-app,1
TEMA,South Tema ,19-02-1999,5,P191052519,736251103,CBRnMW9Ybj,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203678514,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,99,19070601,702474881,6pKnWtTy4RwW,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200258233,mobile-app,1
TEMA,South Tema ,28-04-1999,100,P191074182,712779860,6pQ4QcXJJBZ5,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201302294,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,10,18013517,702461792,6pTczGcmTnWx,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200247090,mobile-app,1
TEMA,Afienya ,21-02-1999,50,P191131176,750327226,cCXZZ4Q4bC,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205181491,mobile-app,1
TEMA,South Tema ,19-02-1999,3,P191116926,712715374,CcYtKhCyH7,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201295545,mobile-app,1
VOLTA,Kpeve ,30-04-1999,20,981005130,722480809,7001602903,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,0,paid,,,oltpv,1
VOLTA,Kpeve ,30-04-1999,100,981005896,718753835,7001602904,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,0,paid,,,oltpv,1
TEMA,North Tema ,19-02-1999,5,P191151415,727553106,cdGWR6ExDq,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202780904,mobile-app,1
VOLTA,Kpeve ,30-04-1999,55,261132395,723624705,7001602905,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,0,paid,,,oltpv,1
ACCRA EAST,Teshie ,26-04-1999,30,P181138555,728882990,MenjkJ8eNwEB,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203055791,mobile-app,1
ACCRA EAST,Dodowa ,26-04-1999,100,P181169412,744267168,mfDQhNcz9nWp,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204547268,mobile-app,1
ACCRA EAST,Kwabenya ,26-04-1999,10,P181163039,744109057,mfKPwN8nzmhd,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204530384,mobile-app,1
ACCRA EAST,Teshie ,26-04-1999,10,P181137250,747210508,mhs5KSssKW9n,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204847399,mobile-app,1
TEMA,Nungua ,26-04-1999,3,P19323695,753024326,Mj9EQnM8jsFd,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205434362,mobile-app,1
TEMA,South Tema ,26-04-1999,10,P191054256,730195264,MJBMk73RQNxP,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202910131,mobile-app,1
TEMA,Nungua ,26-04-1999,50,P191166679,727211900,Mjj4Q8TBRnNZ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202746946,mobile-app,1
ACCRA WEST,Achimota ,26-04-1999,20,P201142654,734900421,mjxyCeNZeh2j,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203333801,mobile-app,1
ACCRA EAST,Legon ,26-04-1999,10,P201225463,749571593,mkwE798NDYss,vodafone,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205099910,mobile-app,1
ACCRA WEST,Nsawam ,26-04-1999,10,P191071435,742971453,mMG7RFFTaWEh,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204408538,mobile-app,1
CENTRAL,Ajumako ,11-04-1999,60,121129601,707862239,7001020944,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Roman Ridge ,26-04-1999,50,P171023365,702300508,mNgjXrNjR5nk,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200231540,mobile-app,1
TEMA,South Tema ,26-04-1999,30,P191143920,730230780,MnSZ5ChmfBCQ,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202896453,mobile-app,1
EASTERN,Koforidua ,26-04-1999,4,P161178475,744380150,mpsWS3gRSebh,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204559413,mobile-app,1
TEMA,Nungua ,26-04-1999,9,P191103236,727265224,mqetFPA8wf5J,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202751594,mobile-app,1
ACCRA EAST,Legon ,26-04-1999,30,P20318621,748016309,MSjEefjmpmh7,vodafone,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204932156,mobile-app,1
TEMA,Nungua ,26-04-1999,20,P191110766,712895600,mSXdypjBACjG,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201312573,USSD,1
ACCRA EAST,Legon ,11-04-1999,500,17302586,701354803,7001021137,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Akim Oda ,11-04-1999,700,181089761,719106753,7001021700,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Konongo ,11-04-1999,300,23047155,724614805,7001021860,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Ahinsan ,11-04-1999,353,191045531,727866122,7001045573,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Makola ,11-04-1999,500,92119331,700790515,7001045836,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Offinso ,11-04-1999,300,131161299,719387194,7001046564,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Donkorkrom ,11-04-1999,200,171068780,721390742,7001046665,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
VOLTA,Kpando ,28-07-1999,100,131350775,740374631,2qwntcnzbx,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ASHANTI WEST,Suame ,11-04-1999,5000,131318964,722844527,7001047077,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Akwatia ,11-04-1999,300,181047552,715980066,7001047601,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Legon ,11-04-1999,1000,261135164,701490638,7001047949,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
VOLTA,Sogakope ,11-04-1999,100,961318231,719912101,7001048339,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Suame ,11-04-1999,500,291157135,724238853,7001048357,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Suhum ,11-04-1999,50,271074315,719106739,7001049047,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA WEST,Ablekuma ,11-04-1999,600,271008162,702891745,7001049067,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Danyame ,11-04-1999,500,171103333,737849721,7001049072,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Offinso ,11-04-1999,1000,141103400,740692901,7001049648,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,Prampram ,02-05-1999,50,P181167988,744353164,7001623519,afrifanom,KAMSTRUP 2,PREPAID,MOBILE APP,OLTPV,1,1,success,,204556481,oltpv,1
ACCRA EAST,Makola ,01-04-1999,15,P191220266,702251275,yDgYQPp8W2gZ,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200226617,mobile-app,1
TEMA,North Tema ,01-04-1999,50,P191131650,711730575,yDh7TQmrb4AY,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201194440,mobile-app,1
TEMA,South Tema ,01-04-1999,29,P191054020,712673602,YdhcHqrFM5mP,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201289284,mobile-app,1
TEMA,North Tema ,01-04-1999,60,P191134977,749785530,ydHtTMQ66G4y,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205122957,mobile-app,1
ACCRA WEST,Bortianor ,01-04-1999,15,P19314953,729353935,ydhzY9gJQKkT,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202929692,mobile-app,1
ACCRA WEST,Achimota ,01-04-1999,50,P201147065,748754590,yDJ8BBfTNXqM,vodafone,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205010597,mobile-app,1
TEMA,Afienya ,01-04-1999,10,P161174374,738468934,yDkf7gBmfENn,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203922518,mobile-app,1
TEMA,North Tema ,01-04-1999,40,P191095530,711764293,YdmDfY6WM9WC,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201198318,mobile-app,1
ACCRA EAST,Kwabenya ,01-04-1999,15,P17301560,731018714,yDn7PWj9Ry6m,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203142479,mobile-app,1
TEMA,South Tema ,01-04-1999,18,P191070444,712336662,YDP44TWWJcES,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201254754,mobile-app,1
VOLTA,Keta ,31-07-1999,350,9318986,715528314,j3dsh7agf4,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
ACCRA EAST,Dodowa ,15-04-1999,30,P181123204,713883044,ec2ce3pQs6Rg,airteltigo,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201407278,mobile-app,1
TEMA,Nungua ,22-04-1999,20,P191095785,746626328,J24p8fxnXz6a,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204790808,mobile-app,1
TEMA,Nungua ,18-04-1999,20,P191165740,748434776,qYxzXp4JB3Ay,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204976505,mobile-app,1
TEMA,South Tema ,18-04-1999,50,P191082125,712686426,r4yg6d5hNbbS,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201291622,mobile-app,1
TEMA,Afienya ,18-04-1999,20,P161165354,737378352,ReRTHQrd3c46,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203800617,mobile-app,1
ASHANTI WEST,Abuakwa ,25-04-1999,1000,261125065,720423218,7001479491,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Asesewa ,31-07-1999,240,151124156,727446458,j3eFcPGe9Na7,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
CENTRAL,Kasoa North,31-07-1999,150,87673863443,,j3facnc8t8,mtn,NONENERGY,Non-smart,MOBILE APP,mobilemoney,1,0,paid,All Invoices (Non-Smart & Non-Energy) ,,staffportal,1
TEMA,Afienya ,15-04-1999,20,P161176920,739270122,eD3jY85J6eDY,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204009168,mobile-app,1
TEMA,Afienya ,15-04-1999,38,P191160810,749647911,eEfbeEkhcXPZ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205108199,mobile-app,1
TEMA,Nungua ,15-04-1999,10,P191174066,727189041,EF7SkWNNzxET,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202744657,mobile-app,1
ACCRA WEST,Amasaman ,15-04-1999,200,P19306212,749431870,EH98GAKxXZFz,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205084808,mobile-app,1
TEMA,South Tema ,15-04-1999,19,P191150965,736881839,eHecf4yFxN3H,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203747990,mobile-app,1
ACCRA EAST,Legon ,15-04-1999,35,P201121359,750678919,eKNBamZS3ADe,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205217973,mobile-app,1
TEMA,Ashaiman ,15-04-1999,20,P161172099,743491140,EMEwhaTjeQE4,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204465640,mobile-app,1
EASTERN,Koforidua ,15-04-1999,100,P171042771,741188198,eMf6gpjZN9Pa,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204216229,mobile-app,1
